ID,Date,Primary Type,Description,Location Description,Latitude,Longitude,Arrest,Domestic,Beat,District,Ward
60,2023-09-26 03:16:00,NARCOTICS,NARCOTICS - SIDEWALK,SIDEWALK,41.67721659634756,-87.79169649947289,False,False,981,2,31
61,2023-01-02 14:21:00,THEFT,THEFT - STREET,STREET,41.95365828454673,-87.61616868595976,False,False,438,25,30
62,2023-06-17 08:59:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - APARTMENT,APARTMENT,41.91363237933656,-87.6454366631569,False,False,230,11,29
63,2023-07-16 04:54:00,THEFT,THEFT - PARKING LOT,PARKING LOT,41.859693262098126,-87.5237622361218,False,False,921,12,7
64,2023-02-13 12:20:00,BATTERY,BATTERY - SIDEWALK,SIDEWALK,41.653637843949106,-87.7887697816875,False,False,484,25,21
65,2023-02-26 00:10:00,BATTERY,BATTERY - APARTMENT,APARTMENT,41.687051410678784,-87.6646775006364,True,False,529,12,8
66,2023-03-24 08:11:00,NARCOTICS,NARCOTICS - SIDEWALK,SIDEWALK,41.82898317324885,-87.67369123982724,False,False,682,7,40
67,2023-05-06 02:04:00,BATTERY,BATTERY - SIDEWALK,SIDEWALK,41.77256727807196,-87.64959500762359,False,False,601,23,7
68,2023-12-03 04:27:00,ASSAULT,ASSAULT - RESIDENCE,RESIDENCE,41.80145317007324,-87.69188995410377,False,False,382,2,6
69,2023-01-21 10:05:00,THEFT,THEFT - STREET,STREET,41.93679728441579,-87.87777283323726,False,False,756,8,4
70,2023-09-29 01:59:00,BURGLARY,BURGLARY - APARTMENT,APARTMENT,41.60587313742403,-87.56913063019174,False,False,434,17,6
71,2023-07-05 12:47:00,ASSAULT,ASSAULT - APARTMENT,APARTMENT,41.98337167236039,-87.50181421096656,False,False,229,18,38
72,2023-05-22 13:29:00,THEFT,THEFT - PARKING LOT,PARKING LOT,41.85635545383447,-87.89570894200973,False,False,572,11,42
73,2023-12-02 22:24:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - GAS STATION,GAS STATION,41.82238777121138,-87.56437210764732,False,False,857,10,17
74,2023-01-30 05:13:00,BATTERY,BATTERY - GAS STATION,GAS STATION,41.9021320691179,-87.72648838907097,False,False,235,24,3
75,2023-08-19 17:07:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - RESIDENCE,RESIDENCE,41.71682373212581,-87.70392098303937,False,False,341,7,43
76,2023-11-04 21:50:00,NARCOTICS,NARCOTICS - PARKING LOT,PARKING LOT,41.85503548019138,-87.6403403799463,True,False,785,19,27
77,2023-11-18 15:11:00,ASSAULT,ASSAULT - APARTMENT,APARTMENT,41.93779154931487,-87.70697099656509,False,False,487,23,16
78,2023-08-03 07:12:00,BATTERY,BATTERY - GAS STATION,GAS STATION,41.94010971953349,-87.7637636817634,False,False,577,25,46
79,2023-08-18 13:51:00,THEFT,THEFT - SIDEWALK,SIDEWALK,41.67100263297479,-87.76445774575616,True,False,721,12,22
80,2023-04-23 06:00:00,THEFT,THEFT - RESIDENCE,RESIDENCE,41.8393908766231,-87.8970742174828,False,False,732,21,32
81,2023-11-17 20:13:00,NARCOTICS,NARCOTICS - APARTMENT,APARTMENT,41.904573025273606,-87.53866885121438,False,False,514,22,4
82,2023-02-11 15:33:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - GAS STATION,GAS STATION,41.892965401197515,-87.72396452018906,False,False,688,4,15
83,2023-10-27 20:04:00,THEFT,THEFT - PARKING LOT,PARKING LOT,41.89999341517411,-87.76140285547478,True,False,965,13,44
84,2023-12-26 17:19:00,BATTERY,BATTERY - STREET,STREET,41.78598938247746,-87.50883320837048,False,False,813,14,41
85,2023-04-08 03:00:00,BATTERY,BATTERY - GAS STATION,GAS STATION,41.92903323624697,-87.88521170911953,True,False,937,17,39
86,2023-09-18 08:08:00,NARCOTICS,NARCOTICS - APARTMENT,APARTMENT,41.90948827310065,-87.55381738077774,True,False,819,3,32
87,2023-03-27 06:48:00,NARCOTICS,NARCOTICS - GAS STATION,GAS STATION,41.601800049975864,-87.69414826315347,True,False,729,23,31
88,2023-09-03 03:19:00,BATTERY,BATTERY - PARKING LOT,PARKING LOT,41.69506334534424,-87.55888754814724,False,False,867,12,20
89,2023-02-11 19:29:00,THEFT,THEFT - RESIDENCE,RESIDENCE,41.95462302486875,-87.82496252722422,False,False,481,21,27
90,2023-12-31 12:59:00,THEFT,THEFT - STREET,STREET,41.71854482280447,-87.73682321954749,False,False,616,19,30
91,2023-01-23 00:08:00,THEFT,THEFT - APARTMENT,APARTMENT,41.966119504114225,-87.70123336154786,False,False,415,6,28
92,2023-01-07 10:46:00,BATTERY,BATTERY - APARTMENT,APARTMENT,41.781311966600065,-87.64618389401929,False,False,477,13,28
93,2023-12-24 21:16:00,BATTERY,BATTERY - RESIDENCE,RESIDENCE,41.9587987195092,-87.80596115324774,False,False,984,19,11
94,2023-08-04 14:55:00,THEFT,THEFT - RESIDENCE,RESIDENCE,41.8613756836038,-87.78024668339407,False,False,389,1,15
95,2023-01-23 03:05:00,BATTERY,BATTERY - SIDEWALK,SIDEWALK,41.91678977005655,-87.58647035624972,False,False,629,17,13
96,2023-10-25 08:13:00,THEFT,THEFT - RESIDENCE,RESIDENCE,41.961021587687696,-87.58496406550827,False,False,605,8,48
97,2023-10-12 12:50:00,ROBBERY,ROBBERY - SIDEWALK,SIDEWALK,41.77318899714711,-87.88566289943275,False,True,146,7,29
98,2023-01-24 22:02:00,BATTERY,BATTERY - STREET,STREET,41.78204713696471,-87.69356487949716,False,False,145,20,4
99,2023-11-24 16:39:00,BATTERY,BATTERY - PARKING LOT,PARKING LOT,41.68280821660993,-87.77917137248654,False,True,360,3,21
100,2023-11-11 21:49:00,BATTERY,BATTERY - STREET,STREET,41.60049322500476,-87.69673305767486,False,False,399,12,43
101,2023-07-13 08:28:00,BATTERY,BATTERY - RESIDENCE,RESIDENCE,41.72899617638709,-87.80300685878868,False,False,768,9,13
102,2023-12-06 14:10:00,NARCOTICS,NARCOTICS - RESIDENCE,RESIDENCE,41.619427715938784,-87.71569215790417,True,False,235,1,46
103,2023-02-02 18:49:00,THEFT,THEFT - STREET,STREET,41.67532878992454,-87.88748659483934,False,False,179,15,12
104,2023-08-04 10:06:00,BURGLARY,BURGLARY - SIDEWALK,SIDEWALK,41.939774133235915,-87.89810344283525,False,False,656,25,43
105,2023-04-17 06:19:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - RESIDENCE,RESIDENCE,41.967517472361074,-87.71821702788054,False,False,759,21,8
106,2023-04-27 05:10:00,THEFT,THEFT - SIDEWALK,SIDEWALK,41.9196854088966,-87.65970643245495,False,False,472,22,2
107,2023-09-26 14:26:00,NARCOTICS,NARCOTICS - APARTMENT,APARTMENT,41.607613659127,-87.8338048969673,False,False,842,8,7
108,2023-11-21 20:34:00,THEFT,THEFT - PARKING LOT,PARKING LOT,41.83753221921138,-87.84958946330136,False,False,723,4,50
109,2023-04-07 17:17:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - STREET,STREET,41.60663192075902,-87.5027661672278,False,False,181,23,21
110,2023-07-15 17:06:00,THEFT,THEFT - APARTMENT,APARTMENT,41.84871681194431,-87.79072512339965,False,False,634,25,42
111,2023-03-11 06:20:00,BURGLARY,BURGLARY - STREET,STREET,41.83828550987429,-87.80748778412527,False,False,266,14,27
112,2023-05-25 14:25:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - RESIDENCE,RESIDENCE,41.87104830543992,-87.60969214611383,False,False,781,24,26
113,2023-12-11 01:22:00,BATTERY,BATTERY - STREET,STREET,41.91841142252415,-87.69190797318161,False,False,691,10,9
114,2023-09-07 03:24:00,THEFT,THEFT - PARKING LOT,PARKING LOT,41.65974966254726,-87.5153801481836,False,False,279,7,11
115,2023-05-06 01:31:00,BATTERY,BATTERY - APARTMENT,APARTMENT,41.89339796182513,-87.54865370647569,False,False,686,19,27
116,2023-10-13 18:43:00,ROBBERY,ROBBERY - PARKING LOT,PARKING LOT,41.827973527456614,-87.85815396127809,False,False,878,1,11
117,2023-06-07 07:46:00,BATTERY,BATTERY - PARKING LOT,PARKING LOT,41.60925603783278,-87.50831014651709,False,False,665,10,32
118,2023-04-27 11:36:00,BATTERY,BATTERY - STREET,STREET,41.8434964515593,-87.66760425050079,False,False,640,2,10
119,2023-05-04 09:12:00,THEFT,THEFT - APARTMENT,APARTMENT,41.75764279303725,-87.84755652278952,False,False,121,24,37
120,2023-03-30 21:54:00,BURGLARY,BURGLARY - APARTMENT,APARTMENT,41.63956980204193,-87.5985981747999,False,False,350,12,27
121,2023-01-21 19:43:00,BATTERY,BATTERY - APARTMENT,APARTMENT,41.70377593594181,-87.88193075320423,False,False,705,13,45
122,2023-02-10 09:39:00,ASSAULT,ASSAULT - RESIDENCE,RESIDENCE,41.70097451621984,-87.78209042017019,False,False,888,16,50
123,2023-05-10 12:25:00,BATTERY,BATTERY - GAS STATION,GAS STATION,41.62872885620116,-87.84488258562888,False,False,834,22,38
124,2023-08-14 02:47:00,THEFT,THEFT - APARTMENT,APARTMENT,41.81694576092088,-87.83387547065308,False,False,244,14,37
125,2023-09-28 00:45:00,ASSAULT,ASSAULT - RESIDENCE,RESIDENCE,41.74850105483531,-87.7380580142294,False,False,642,24,21
126,2023-02-14 00:56:00,THEFT,THEFT - RESIDENCE,RESIDENCE,41.95844883296945,-87.85984174174008,False,False,860,2,23
127,2023-03-09 14:37:00,BURGLARY,BURGLARY - RESIDENCE,RESIDENCE,41.88409808053439,-87.55946614023912,False,False,747,7,17
128,2023-03-31 08:25:00,BURGLARY,BURGLARY - STREET,STREET,41.66450162514077,-87.523992395677,False,False,798,12,27
129,2023-05-24 13:09:00,THEFT,THEFT - SIDEWALK,SIDEWALK,41.77382523387908,-87.84729806684318,False,False,850,24,8
130,2023-03-01 16:56:00,THEFT,THEFT - GAS STATION,GAS STATION,41.82176662081598,-87.81691309865938,False,False,127,1,17
131,2023-12-01 03:07:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - SIDEWALK,SIDEWALK,41.78600565279571,-87.73981950190189,False,False,228,21,41
132,2023-09-28 16:32:00,ROBBERY,ROBBERY - PARKING LOT,PARKING LOT,41.78750371880558,-87.83884915114947,True,False,406,2,40
133,2023-08-29 00:12:00,THEFT,THEFT - SIDEWALK,SIDEWALK,41.90033543389794,-87.58254584645505,False,False,358,16,38
134,2023-01-01 20:13:00,THEFT,THEFT - APARTMENT,APARTMENT,41.99734739936447,-87.78764144561434,False,False,511,20,32
135,2023-07-01 07:25:00,NARCOTICS,NARCOTICS - APARTMENT,APARTMENT,41.968740980062,-87.77233740215678,False,False,691,15,4
136,2023-06-22 13:35:00,THEFT,THEFT - STREET,STREET,41.98002443784978,-87.76291454289802,False,True,709,25,23
137,2023-04-16 17:27:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - GAS STATION,GAS STATION,41.89984744756915,-87.50327691340095,False,False,424,24,36
138,2023-05-14 17:05:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - STREET,STREET,41.895404285074655,-87.73874391835237,False,False,747,9,21
139,2023-03-11 03:58:00,BATTERY,BATTERY - SIDEWALK,SIDEWALK,41.73694497332002,-87.7367373327076,False,False,392,17,7
140,2023-08-28 06:20:00,BATTERY,BATTERY - PARKING LOT,PARKING LOT,41.86516388568404,-87.89209342186292,False,False,277,19,13
141,2023-11-30 07:43:00,THEFT,THEFT - PARKING LOT,PARKING LOT,41.651745121383314,-87.78993898975932,False,False,922,23,38
142,2023-03-15 22:05:00,ROBBERY,ROBBERY - SIDEWALK,SIDEWALK,41.81683161398029,-87.61944355950263,False,False,648,2,17
143,2023-09-20 01:38:00,THEFT,THEFT - GAS STATION,GAS STATION,41.75987045406546,-87.6258289116956,False,False,965,16,19
144,2023-06-12 00:56:00,BATTERY,BATTERY - GAS STATION,GAS STATION,41.97437499977429,-87.55840624954111,False,False,589,21,17
145,2023-10-23 08:06:00,BURGLARY,BURGLARY - RESIDENCE,RESIDENCE,41.96506873410222,-87.5304502002006,False,False,996,20,12
146,2023-10-06 08:17:00,THEFT,THEFT - SIDEWALK,SIDEWALK,41.792243052376925,-87.7174191221943,False,False,679,12,30
147,2023-05-13 07:48:00,BURGLARY,BURGLARY - APARTMENT,APARTMENT,41.68754264351785,-87.57357759329888,False,True,135,9,23
148,2023-10-19 02:11:00,ASSAULT,ASSAULT - SIDEWALK,SIDEWALK,41.935669546493735,-87.84466837195359,False,False,204,8,10
149,2023-12-12 06:05:00,ROBBERY,ROBBERY - STREET,STREET,41.76912013301872,-87.65213258961207,False,False,943,4,30
150,2023-10-16 14:51:00,NARCOTICS,NARCOTICS - APARTMENT,APARTMENT,41.708252860908345,-87.54606037619746,False,False,200,4,22
151,2023-07-04 20:13:00,NARCOTICS,NARCOTICS - SIDEWALK,SIDEWALK,41.80030645963211,-87.62553483375395,False,False,128,13,6
152,2023-02-04 17:56:00,BATTERY,BATTERY - RESIDENCE,RESIDENCE,41.891137319587486,-87.50933436871337,False,False,514,10,34
153,2023-10-06 12:40:00,ASSAULT,ASSAULT - APARTMENT,APARTMENT,41.9149855498526,-87.5671519698872,False,False,311,19,36
154,2023-10-20 12:10:00,THEFT,THEFT - SIDEWALK,SIDEWALK,41.796502978556546,-87.54278759218549,False,False,890,8,27
155,2023-04-13 09:48:00,BATTERY,BATTERY - STREET,STREET,41.62112284056005,-87.89979250233372,False,True,403,17,38
156,2023-10-28 10:35:00,BURGLARY,BURGLARY - RESIDENCE,RESIDENCE,41.66720033943115,-87.84125450607145,False,False,839,2,5
157,2023-06-04 12:52:00,ASSAULT,ASSAULT - APARTMENT,APARTMENT,41.89511902244255,-87.79701921627041,False,False,742,12,16
158,2023-05-15 06:50:00,ASSAULT,ASSAULT - GAS STATION,GAS STATION,41.687675686591454,-87.816648263426,False,False,206,5,9
159,2023-01-17 00:53:00,THEFT,THEFT - PARKING LOT,PARKING LOT,41.759402649389685,-87.50384461705582,False,False,925,10,10
160,2023-11-16 09:44:00,THEFT,THEFT - SIDEWALK,SIDEWALK,41.99023825833136,-87.55085641649033,False,False,298,7,37
161,2023-01-03 08:35:00,NARCOTICS,NARCOTICS - SIDEWALK,SIDEWALK,41.82036350739616,-87.5685812300645,True,True,936,16,19
162,2023-06-27 11:02:00,ASSAULT,ASSAULT - STREET,STREET,41.7040738621372,-87.73253756507408,False,False,843,19,14
163,2023-02-18 06:44:00,NARCOTICS,NARCOTICS - SIDEWALK,SIDEWALK,41.72589984742575,-87.67436194518112,True,True,108,6,30
164,2023-11-23 11:55:00,BURGLARY,BURGLARY - STREET,STREET,41.858516305291424,-87.8312158592252,False,False,522,12,3
165,2023-05-05 02:51:00,NARCOTICS,NARCOTICS - RESIDENCE,RESIDENCE,41.83430853006189,-87.8218053961672,False,False,472,6,6
166,2023-06-04 07:09:00,BURGLARY,BURGLARY - RESIDENCE,RESIDENCE,41.67045531966923,-87.84612319003067,False,False,388,14,18
167,2023-05-05 22:10:00,BURGLARY,BURGLARY - RESIDENCE,RESIDENCE,41.84419402693672,-87.81784388093104,False,False,777,3,3
168,2023-02-12 02:15:00,BURGLARY,BURGLARY - GAS STATION,GAS STATION,41.84782770252413,-87.85121241431615,False,False,778,4,50
169,2023-06-11 13:13:00,ROBBERY,ROBBERY - STREET,STREET,41.76050598567445,-87.77042533242495,False,False,931,5,41
170,2023-12-24 04:50:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - GAS STATION,GAS STATION,41.79945581875053,-87.70253116949175,False,False,442,12,7
171,2023-08-27 22:12:00,BURGLARY,BURGLARY - RESIDENCE,RESIDENCE,41.677283328978056,-87.85868660835719,False,False,699,11,22
172,2023-06-07 12:06:00,ROBBERY,ROBBERY - PARKING LOT,PARKING LOT,41.85325967285789,-87.52929224340441,False,False,451,25,29
173,2023-05-21 01:09:00,BATTERY,BATTERY - APARTMENT,APARTMENT,41.86350136392668,-87.6782403906481,False,False,578,3,16
174,2023-03-02 14:42:00,THEFT,THEFT - PARKING LOT,PARKING LOT,41.889245520858154,-87.74436131539117,False,False,605,14,42
175,2023-12-21 06:58:00,THEFT,THEFT - GAS STATION,GAS STATION,41.83895781162954,-87.63242093640338,False,False,193,24,47
176,2023-07-31 07:50:00,NARCOTICS,NARCOTICS - GAS STATION,GAS STATION,41.60184751953733,-87.88458320027063,True,False,605,4,43
177,2023-03-29 09:52:00,ASSAULT,ASSAULT - APARTMENT,APARTMENT,41.786302976142906,-87.89781075646616,False,False,988,10,43
178,2023-07-26 06:04:00,ASSAULT,ASSAULT - STREET,STREET,41.708136715279736,-87.83576467496604,False,False,546,2,49
179,2023-10-17 00:49:00,BURGLARY,BURGLARY - GAS STATION,GAS STATION,41.675043717106014,-87.66229092227937,False,False,450,21,26
180,2023-06-25 20:14:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - GAS STATION,GAS STATION,41.825757072143674,-87.50714228147287,False,False,482,4,6
181,2023-11-18 15:23:00,BATTERY,BATTERY - PARKING LOT,PARKING LOT,41.935086743274816,-87.78624114617064,False,True,945,14,26
182,2023-06-19 05:47:00,NARCOTICS,NARCOTICS - STREET,STREET,41.87605070783138,-87.83464331994023,False,True,438,15,24
183,2023-12-17 18:48:00,THEFT,THEFT - SIDEWALK,SIDEWALK,41.685730561141995,-87.84415053832836,False,False,560,24,10
184,2023-05-28 19:44:00,THEFT,THEFT - SIDEWALK,SIDEWALK,41.9235878410027,-87.51023315075646,False,False,685,9,22
185,2023-02-18 19:36:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - APARTMENT,APARTMENT,41.614359554402945,-87.68615969948429,False,True,282,18,28
186,2023-04-21 03:27:00,ROBBERY,ROBBERY - PARKING LOT,PARKING LOT,41.96119566136245,-87.88195410171629,False,False,852,1,42
187,2023-12-08 23:39:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - STREET,STREET,41.81395926119035,-87.53370205684853,False,False,989,2,9
188,2023-12-20 14:16:00,THEFT,THEFT - RESIDENCE,RESIDENCE,41.724261674032434,-87.82425460333086,False,False,966,4,36
189,2023-07-17 09:19:00,ROBBERY,ROBBERY - PARKING LOT,PARKING LOT,41.99035901614716,-87.56313813779326,False,False,369,14,20
190,2023-07-18 09:01:00,NARCOTICS,NARCOTICS - PARKING LOT,PARKING LOT,41.95956863052821,-87.51127847254132,False,False,534,7,19
191,2023-03-13 03:10:00,ASSAULT,ASSAULT - APARTMENT,APARTMENT,41.63590129410048,-87.86902556589583,False,False,850,16,5
192,2023-01-13 20:08:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - PARKING LOT,PARKING LOT,41.66300933652699,-87.8176720827948,False,False,296,22,49
193,2023-01-15 20:03:00,THEFT,THEFT - RESIDENCE,RESIDENCE,41.61964705750002,-87.8385592669849,False,False,427,23,14
194,2023-07-16 02:02:00,ASSAULT,ASSAULT - GAS STATION,GAS STATION,41.85039582267964,-87.81925309935619,False,False,655,4,18
195,2023-02-10 22:42:00,ROBBERY,ROBBERY - STREET,STREET,41.690371583166716,-87.72486337372968,False,False,211,14,22
196,2023-03-08 17:24:00,NARCOTICS,NARCOTICS - STREET,STREET,41.72829364758138,-87.63872324599087,False,False,490,23,9
197,2023-09-19 00:25:00,BATTERY,BATTERY - GAS STATION,GAS STATION,41.67516143161459,-87.857075054867,False,False,942,11,14
